establishment_id,establishment_number,EstNumber_0,EstNumber_1,EstNumber_2,EstNumber_3,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code,Establishment Number,Modified Line Speed Flag,load_date,modified_line_speed_flag,est_status,LatestMPIActiveDate,standardized_name,company_name,grant_date_key,inspection_system_npis,inspection_system_npis_waiver,inspection_system_nsis,slaughter,processing,meat_slaughter,poultry_slaughter,young_chicken_slaughter,young_turkey_slaughter,meat_processing,poultry_processing,egg_processing,processing_volume_category,slaughter_volume_category,listeria_alternative,young_chicken_carcasses_category,young_turkey_carcasses_category,comminuted_chicken_category,comminuted_turkey_category,chicken_parts_category,category_start_date,category_end_date
9394,M31764+P31764,M31764,P31764,,,"The Global Gourmet, LLC",,153 Swift Road ,Shamokin,PA,17872,(570) 847-2774,2020-03-17,Meat Processing; Poultry Processing,Chief Packing Brand,60,6040,Very Small,40.831755008936,-76.579763030903,Northumberland County,42097,,N,2026-08-24,N,Active,,"The Global Gourmet, LLC",Chief Packing Brand,20200317,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
9393,M31771+P31771+V31771,M31771,P31771,V31771,,"FlexXray, LLC",,3751 New York Avenue  #130 ,Arlington,TX,76014,(817) 453-3539,2015-09-15,Certification - Export; Identification - Meat; Identification - Poultry,,40,4025,Very Small,32.683271995132,-97.078621963541,Tarrant County,48439,,N,2026-08-24,N,Active,,"FlexXray, LLC","FlexXray, LLC",20150915,,,,,,,,,,,,,,,,,,,,,,
9461,M31772+P31772,M31772,P31772,,,"Lone Star Bakery, Inc.",,8100 Highway 87 East ,China Grove,TX,78263,(210) 648-6400,2018-11-06,Meat Processing; Poultry Processing,,40,4040,Small,29.382679983686,-98.33033397716,Bexar County,48029,,N,2026-08-24,N,Active,,"Lone Star Bakery, Inc.","Lone Star Bakery, Inc.",20181106,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
9555,M31776+P31776+V31776,M31776,P31776,V31776,,"Eickman's Processing Co., Inc.",,3226 S. Pecatonica Rd. ,Seward,IL,61077,(815) 247-8451,2021-08-16,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,50,50IL,Small,42.235168992651,-89.356929030901,Winnebago County,17201,,N,2026-08-24,N,Active,,"Eickman's Processing Co., Inc.","Eickman's Processing Co., Inc.",20210816,,,,Yes,Yes,Yes,,,,Yes,Yes,,4,1,Alternative 3,,,,,,,
9483,M31777+V31777,M31777,V31777,,,Burgundy Pasture Meats LLC,,800 McDuff Street ,Grandview,TX,76050,(817) 866-2247,2021-07-14,Meat Processing; Voluntary Processing - Meat,Burgundy Pasture Beef,40,4033,Very Small,32.275761548558,-97.185576556803,Johnson County,48251,,N,2026-08-24,N,Active,,Burgundy Pasture Meats LLC,Burgundy Pasture Beef,20210714,,,,,Yes,,,,,Yes,,,4,,,,,,,,,
9559,M31778+P31778,M31778,P31778,,,"The Kreuz Sausage and Barbecue Co., Inc.",,619 North Colorado ,Lockhart,TX,78644,(512) 398-2361,2020-06-19,Meat Processing; Poultry Processing,Kreuz Market,40,4030,Very Small,29.889876991459,-97.671908995915,Caldwell County,48055,,N,2026-08-24,N,Active,,"The Kreuz Sausage and Barbecue Co., Inc.",Kreuz Market,20200619,,,,,Yes,,,,,Yes,,,2,,Alternative 3,,,,,,,
9410,M31779+P31779+V31779,M31779,P31779,V31779,,"Ruiz Food Products, Inc.",,4002 South K St. ,Tulare,CA,93274,(559) 591-5510,2004-03-31,Certification - Export,,5,512,Small,36.17063301,-119.336246,Tulare County,6107,,N,2026-08-24,N,Inactive,2024-09-03,"Ruiz Food Products, Inc.","Ruiz Food Products, Inc.",20040331,,,,,,,,,,,,,,,,,,,,,,
9418,M31780+P31780,M31780,P31780,,,A & S Distributors,,4921 SALIDA BLVD ,Salida,CA,95368,(209) 406-7888,2022-03-10,Meat Processing; Poultry Processing,Kamal Imports,05,0509,Very Small,37.709284935943,-121.085062958805,Stanislaus County,06099,,N,2026-08-24,N,Active,,A & S Distributors,Kamal Imports,20220310,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
9492,M31784+P31784,M31784,P31784,,,"John Soules Foods, Inc.",,1150 Aviation Blvd. ,Gainesville,GA,30501,(770) 534-2344,2022-02-02,Meat Processing; Poultry Processing,,85,8513,Large,34.276034009771,-83.833754986447,Hall County,13139,,N,2026-08-24,N,Active,,"John Soules Foods, Inc.","John Soules Foods, Inc.",20220202,,,,,Yes,,,,,,Yes,,5,,Alternative 2 Choice 2,,,,,,,
9568,M31786+P31786,M31786,P31786,,,Very Tasty LLC,,2177 NW 24th Court ,Miami,FL,33142,(305) 636-4140,2021-05-20,Meat Processing,,85,8530,Very Small,25.796881982031,-80.236357981449,Miami-Dade County,12086,,N,2026-08-24,N,Active,,Very Tasty LLC,Very Tasty LLC,20210520,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
13074,M31787+P31787,M31787,P31787,,,"BAFS, Inc.",,61 Florida Ave ,Bangor,ME,04401,(207) 942-5227,2021-08-10,Meat Processing; Poultry Processing,Bangor Airport Food Service,60,6025,Very Small,44.811199076851,-68.806749968234,Penobscot County,23019,,N,2026-08-24,N,Active,,"BAFS, Inc.",Bangor Airport Food Service,20210810,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 2 Choice 2,,,,,,,
9480,M31793+P31793+V31793,M31793,P31793,V31793,,Lineage Logistics LLC,,2227 East Commerce Drive ,Mount Pleasant,IA,52641,(319) 385-9948,2001-02-27,Certification - Export; Identification - Meat; Identification - Poultry; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,25,2505,Small,40.972467004774,-91.52177798167,Henry County,19087,,N,2026-08-24,N,Active,,Lineage Logistics LLC,Lineage Logistics LLC,20010227,,,,,,,,,,,,,,,,,,,,,,
9506,M31795+P31795,M31795,P31795,,,Halal Meat Slaughter House,,36117 Rocky River Springs Rd. ,Norwood,NC,28128,(704) 891-1129,2022-10-06,Meat Processing; Meat Slaughter,,80,80NC,Small,35.220807811814,-80.202477239167,Stanly County,37167,,N,2026-08-24,N,Active,,Halal Meat Slaughter House,Halal Meat Slaughter House,20221006,,,,Yes,,Yes,,,,,,,,3,,,,,,,,
9632,M31797,M31797,,,,La Quercia Operating LLC,,400 Hakes Drive ,Norwalk,IA,50211,(515) 981-1625,2021-07-23,Meat Processing,,25,2509,Small,41.465365994473,-93.684550986478,Warren County,19181,,N,2026-08-24,N,Active,,La Quercia Operating LLC,La Quercia Operating LLC,20210723,,,,,Yes,,,,,Yes,,,4,,Alternative 2 Choice 2,,,,,,,
9434,M31805+P31805,M31805,P31805,,,JBS USA,,"7430  32nd Ave., NE ",Olympia,WA,98516,(360) 459-3745,2020-05-01,Meat Processing; Poultry Processing,Empire Packing; Empire Packing Company; Fred Meyer; Inter-American Products Inc.   Cincinnati OH 45202; KROGER; North West Processing; QFC (quality food company),15,1527,Small,47.078896997068,-122.781317002504,Thurston County,53067,,N,2026-08-24,N,Active,,JBS USA,Empire Packing,20200501,,,,,Yes,,,,,Yes,,,5,,,,,,,,,
9786,M31806+P31806,M31806,P31806,,,Enslin & Son Packing Company,,2501 Glendale Avenue ,Hattiesburg,MS,39401,(601) 582-9300,2018-01-19,Meat Processing; Poultry Processing,,90,90MS,Very Small,31.363860984037,-89.309061993523,Forrest County,28035,,N,2026-08-24,N,Active,,Enslin & Son Packing Company,Enslin & Son Packing Company,20180119,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 2 Choice 2,,,,,,,
6166891,M3181,M3181,,,,Parish Meat Processing LLC,,219 Corporate Dr. ,Sibley,LA,71073,(318) 545-5808,2025-02-07,Meat Processing; Meat Slaughter,,40,4014,Very Small,32.569347011191,-93.292259980595,Webster Parish,22119,,N,2026-08-24,N,Active,,Parish Meat Processing LLC,Parish Meat Processing LLC,20250207,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
9436,M31812+P31812,M31812,P31812,,,"Crider, Inc.",,1 Plant Avenue ,Stillmore,GA,30464,(912) 562-4435,2021-10-31,Meat Processing; Poultry Processing,,85,8509,Small,32.429328000732,-82.214376374182,Emanuel County,13107,,N,2026-08-24,N,Active,,"Crider, Inc.","Crider, Inc.",20211031,,,,,Yes,,,,,Yes,,,5,,,,,,,,,
9464,M31816+P31816,M31816,P31816,,,Schad Meats Inc.,,2615 Cummins St. ,Cincinnati,OH,45225,(513) 251-6991,2021-08-26,Meat Processing; Poultry Processing,,50,5022,Very Small,39.133015018484,-84.545415027321,Hamilton County,39061,,N,2026-08-24,N,Active,,Schad Meats Inc.,Schad Meats Inc.,20210826,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
6168626,M3182,M3182,,,,"Farmstead Meats, LLC",,269 Long Lane ,Honey Brook,PA,19344,(484) 798-5252,2025-09-25,Meat Processing; Meat Slaughter,,60,6023,Very Small,40.08785896473,-75.87411423953,Chester County,42029,,N,2026-08-24,N,Active,,"Farmstead Meats, LLC","Farmstead Meats, LLC",20250925,,,,Yes,Yes,Yes,,,,Yes,,,2,1,,,,,,,,
9610,M31820+P31820+V31820,M31820,P31820,V31820,,"His Meat Company, LLC",,1665 Main Street ,Rudolph,WI,54475,(715) 435-3250,2021-08-26,Meat Processing; Poultry Processing; Voluntary Processing - Meat,,25,2519,Very Small,44.4958269943,-89.805636028669,Wood County,55141,,N,2026-08-24,N,Active,,"His Meat Company, LLC","His Meat Company, LLC",20210826,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
6167360,M31820A+P31820A+V31820A,M31820A,P31820A,V31820A,,His Meat Company,,1635 Main Street ,Rudolph,WI,54475,(715) 435-3250,2023-11-16,Certification - Export; Meat Processing; Poultry Processing,,25,2519,Small,44.495889020383,-89.804277992716,Wood County,55141,,N,2026-08-24,N,Active,,His Meat Company,His Meat Company,20231116,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
9528,M31822+P31822,M31822,P31822,,,Lee & Davis Country Meats LLC,,4794 Albany Hwy. ,Waycross,GA,31503,(912) 283-2978,2004-09-20,,,85,8509,Very Small,31.25800999,-82.49630499,Ware County,13299,,N,2026-08-24,N,Inactive,2026-04-02,Lee & Davis Country Meats LLC,Lee & Davis Country Meats LLC,20040920,,,,,,,,,,,,,,,,,,,,,,
9489,M31824+P31824,M31824,P31824,,,"Bloomfield Food, Inc.",,4740 E. Hunter Avenue ,Anaheim,CA,92807,,2019-12-09,Meat Processing; Poultry Processing,,05,0521,Very Small,33.86426501156,-117.815336006608,Orange County,06059,,N,2026-08-24,N,Active,,"Bloomfield Food, Inc.","Bloomfield Food, Inc.",20191209,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
9430,M31826+P31826,M31826,P31826,,,"Wild Zora Foods, LLC",,1510 E 11th Street ,Loveland,CO,80537,(970) 541-9672,2020-09-14,Meat Processing; Poultry Processing,Wild Zora Foods,15,1511,Small,40.402509994061,-105.055793041855,Larimer County,08069,,N,2026-08-24,N,Active,,"Wild Zora Foods, LLC",Wild Zora Foods,20200914,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 2 Choice 1,,,,,,,
9444,M31827,M31827,,,,Pel`Meni Inc.,,1920 Main Street #10 ,Ferndale,WA,98248,(360) 305-2355,2013-08-14,Meat Processing,,15,1530,Very Small,48.845127988069,-122.585853032109,Whatcom County,53073,,N,2026-08-24,N,Active,,Pel`Meni Inc.,Pel`Meni Inc.,20130814,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
9478,M31834+P31834,M31834,P31834,,,California Sausage Inc.,,2102 W. Chestnut Avenue ,Santa Ana,CA,92703,(714) 657-7398,2021-07-20,Meat Processing; Poultry Processing,,05,0521,Small,33.742542007818,-117.897012959186,Orange County,06059,,N,2026-08-24,N,Active,,California Sausage Inc.,California Sausage Inc.,20210720,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 2 Choice 2,,,,,,,
9508,M31843+P31843,M31843,P31843,,,State Farm Meat Plant,,3600 Woods Way Building 29 ,State Farm,VA,23160,(804) 372-4661,2020-06-11,Meat Processing; Poultry Processing,,80,80VA,Small,37.64111087193,-77.830567391329,Goochland County,51075,,N,2026-08-24,N,Active,,State Farm Meat Plant,State Farm Meat Plant,20200611,,,,,Yes,,,,,Yes,Yes,,4,,,,,3,,,2025-06-29,2026-06-27
9521,M31860+P31860,M31860,P31860,,,Georgia Department of Corrections,,Highway 112 South ,Milledgeville,GA,31061,(123) 333-4455,2013-01-03,Meat Processing; Poultry Processing,,85,85GA,Very Small,33.010120488992,-83.195297941323,Baldwin County,13009,,N,2026-08-24,N,Active,,Georgia Department of Corrections,Georgia Department of Corrections,20130103,,,,,Yes,,,,,,Yes,,4,,,,,,,,,
9575,M31865+P31865+V31865,M31865,P31865,V31865,,Paradise Locker Meats,,405 W. Birch ,Trimble,MO,64492,(816) 370-6328,2021-08-09,Meat Processing; Meat Slaughter; Poultry Processing,Fantasma's Finest; Paradise Locker Meats; Paradise Meats,35,3506,Small,39.4754265,-94.5676416,Clinton County,29049,,N,2026-08-24,N,Active,,Paradise Locker Meats,Fantasma's Finest,20210809,,,,Yes,Yes,Yes,,,,Yes,Yes,,5,2,Alternative 2 Choice 2,,,,,,,
9496,M31866M+P31866M+V31866M,M31866M,P31866M,V31866M,,Woodson County Prime Meats Pro,,702 W. Butler ,Yates Center,KS,66783,(620) 625-2711,2021-10-12,Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,35,3509,Very Small,37.881984998417,-95.741113962485,Woodson County,20207,,N,2026-08-24,N,Active,,Woodson County Prime Meats Pro,Woodson County Prime Meats Pro,20211012,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
9755,M31870+P31870,M31870,P31870,,,Embutidos El Compay,,"Urbanizacion Villa Madrid, Calle 17 #P-10 ",Coamo,PR,00769,,2022-02-22,Poultry Processing,Embutidos El Compay,85,8544,Very Small,18.081302013286,-66.343159008,Coamo,72043,,N,2026-08-24,N,Active,,Embutidos El Compay,Embutidos El Compay,20220222,,,,,Yes,,,,,,Yes,,2,,,,,NA,,,2025-06-29,2026-06-27
9469,M31877+P31877,M31877,P31877,,,Twin Rivers Foods,929876829,602 SE 1st Street ,Atkins,AR,72823,(479) 641-1107,2021-10-27,Meat Processing; Poultry Processing,,35,3520,Small,35.240844541807,-92.930905573504,Pope County,05115,,N,2026-08-24,N,Active,,Twin Rivers Foods,Twin Rivers Foods,20211027,,,,,Yes,,,,,,Yes,,5,,,,,,,3,2025-06-29,2026-06-27
9649,M31879,M31879,,,,"Lawry's Wholesale, Inc.",,2164 US 41 West ,Marquette,MI,49855,(906) 226-5040,2017-04-07,Meat Processing,,50,5010,Very Small,46.549286989751,-87.43469996724,Marquette County,26103,,N,2026-08-24,N,Active,,"Lawry's Wholesale, Inc.","Lawry's Wholesale, Inc.",20170407,,,,,Yes,,,,,Yes,,,2,,,,,,,,,
9502,M31884+P31884+V31884,M31884,P31884,V31884,,"Pritzlaff Wholesale Meats, LLC",,17025 W. Glendale Drive ,New Berlin,WI,53151,(262) 786-1151,2021-07-23,Meat Processing; Poultry Processing; Voluntary Slaughter - Meat,Pritzlaff Wholesale Meats LLC,25,2517,Very Small,42.996762000488,-88.124991016521,Waukesha County,55133,,N,2026-08-24,N,Active,,Pritzlaff Wholesale Meats,Pritzlaff Wholesale Meats LLC,20210723,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,NA,2025-06-29,2026-06-27
9565,M31888+P31888,M31888,P31888,,,"Gold Star Chili, Inc",,650 Lunken Park Drive ,Cincinnati,OH,45226,(513) 624-4412,2021-08-16,Meat Processing; Poultry Processing,,50,5022,Very Small,39.113181004819,-84.420303974496,Hamilton County,39061,,N,2026-08-24,N,Active,,"Gold Star Chili, Inc","Gold Star Chili, Inc",20210816,,,,,Yes,,,,,Yes,,,4,,,,,,,,,
6168554,M3189,M3189,,,,Kitzan Family Farms,,12467 US Hwy 212 ,Nisland,SD,57762,(605) 430-8052,2025-06-13,,,15,1520,Very Small,44.67632969,-103.5540504,Butte County,46019,,N,2026-08-24,N,Inactive,2026-06-17,Kitzan Family Farms,Kitzan Family Farms,20250613,,,,,,,,,,,,,,,,,,,,,,
9479,M31896+P31896,M31896,P31896,,,"Universal Pure Cold Storage, LLC & Universal Pure, LLC",,1601 Pioneers Blvd ,Lincoln,NE,68502-5402,(402) 474-9500,2021-09-17,Meat Processing; Poultry Processing,,15,1516,Small,40.769315990978,-96.699119981704,Lancaster County,31109,,N,2026-08-24,N,Active,,"Universal Pure Cold Storage, LLC & Universal Pure, LLC","Universal Pure Cold Storage, LLC & Universal Pure, LLC",20210917,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
6166191,M31896AR+P31896AR+V31896AR,M31896AR,P31896AR,V31896AR,,"Universal Pure Holdings, LLC",079301587,2301 Centennial Dr. ,Arlington,TX,76011,(610) 232-5692,2022-09-22,Certification - Export; Meat Processing; Poultry Processing,,40,4025,Small,32.746316982781,-97.067743007591,Tarrant County,48439,,N,2026-08-24,N,Active,,"Universal Pure Holdings, LLC","Universal Pure Holdings, LLC",20220922,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
6166557,M31896B+P31896B,M31896B,P31896B,,,Universal Pure West,118431672,3251 DeForest Circle Suite HPP,Mira Loma,CA,91751,(951) 907-3400,2023-06-15,Meat Processing; Poultry Processing,,05,0525,Very Small,34.02670202033,-117.521482993626,Riverside County,06065,,N,2026-08-24,N,Active,,Universal Pure West,Universal Pure West,20230615,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
6165052,M31896C+P31896C,M31896C,P31896C,,,"Universal Pure, LLC",,65 Chamberlain Highway ,Meriden,CT,06451,(610) 232-5692,2021-11-01,Meat Processing; Poultry Processing,,60,6006,Large,41.540838997597,-72.815692970909,South Central Connecticut Planning Region,,,N,2026-08-24,N,Active,,"Universal Pure, LLC","Universal Pure, LLC",20211101,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
6163809,M31896D+P31896D+V31896D,M31896D,P31896D,V31896D,,"Universal Pure, LLC",811997280,1571 Gressel Drive ,Delphos,OH,45833,(610) 232-5692,2022-04-19,Identification - Meat; Meat Processing; Poultry Processing,,50,5032,Small,40.854934994529,-84.319433972388,Allen County,39003,,N,2026-08-24,N,Active,,"Universal Pure, LLC","Universal Pure, LLC",20220419,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
127209,M31896M+P31896M+G31896M+V31896,M31896M,P31896M,G31896M,V31896,"Universal Pure, LLC",,8 Lee Boulevard ,Malvern,PA,19355,(610) 232-5698,2021-08-30,Certification - Export; Egg Product; Meat Processing; Poultry Processing,UPC; Universal Pasteurization,60,6060,Small,40.066768880965,-75.556639598476,Chester County,42029,,N,2026-08-24,N,Active,,"Universal Pure, LLC",UPC,20210830,,,,,Yes,,,,,Yes,Yes,Yes,4,,,,,,,,,
126405,M31896VR+P31896VR,M31896VR,P31896VR,,,"UPC Southeast, LLC",,100 HD Williams Industrial Dr. ,Villa Rica,GA,30180,(678) 840-1500,2021-07-29,Meat Processing; Poultry Processing,,85,8505,Small,33.74778698373,-84.941101039267,Carroll County,13045,,N,2026-08-24,N,Active,,"UPC Southeast, LLC","UPC Southeast, LLC",20210729,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
9518,M31898+P31898+V31898,M31898,P31898,V31898,,Kensington Lockers Inc.,,218 W. Highway 36 ,Kensington,KS,66951,(785) 476-2834,2017-04-18,Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,35,3503,Very Small,39.771215012191,-99.034270010439,Smith County,20183,,N,2026-08-24,N,Active,,Kensington Lockers Inc.,Kensington Lockers Inc.,20170418,,,,Yes,Yes,Yes,,,,Yes,Yes,,3,1,Alternative 3,,,,,,,
9526,M31899+P31899,M31899,P31899,,,"Perdue Foods, LLC",,2110 Industrial Parkway ,Salisbury,MD,21802,(410) 543-3731,2021-05-11,Meat Processing; Poultry Processing,,80,8017,Small,38.399308979697,-75.588594011771,Wicomico County,24045,,N,2026-08-24,N,Active,,Perdue Foods,Perdue Foods,20210511,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
3327,M3190+V3190,M3190,V3190,,,Americold Logistics LLC,,950 South  Schneider St. ,Fremont,NE,68025,(402) 721-7882,1983-07-01,Certification - Export; Food Inspection; Identification - Meat; Identification - Poultry,Americold Logistics,15,1516,N / A,41.421229993655,-96.489413984348,Dodge County,31053,,N,2026-08-24,N,Active,,Americold Logistics LLC,Americold Logistics,19830701,,,,,,,,,,,,,,,,,,,,,,
9705,M31903+P31903,M31903,P31903,,,Gold Kosher Catering,,"19593 N.E. 10th Avenue Building #4, Bay C",N. Miami Beach,FL,33179,(305) 249-2220,2021-05-03,Meat Processing; Poultry Processing,Molly's Gourmet Meals,85,8535,Small,25.955040196867,-80.180063527161,Miami-Dade County,12086,,N,2026-08-24,N,Active,,Gold Kosher Catering,Molly's Gourmet Meals,20210503,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
9700,M31906+P31906,M31906,P31906,,,"EZ Foods, Inc.",,3923-C Covington Hwy ,Decatur,GA,30032,(678) 288-1658,2007-11-09,,Azteca Gold; Globus Foods,85,8517,Very Small,33.75743099,-84.24119704,DeKalb County,13089,,N,2026-08-24,N,Inactive,2025-03-04,"EZ Foods, Inc.",Azteca Gold,20071109,,,,,,,,,,,,,,,,,,,,,,
9482,M31907+P31907,M31907,P31907,,,"Diverse Food Products, LLC",,8242 Loop Road ,Baldwinsville,NY,13027,(315) 471-9164,2021-09-14,Meat Processing; Poultry Processing,,60,6028,Small,43.169282065228,-76.302690640034,Onondaga County,36067,,N,2026-08-24,N,Active,,"Diverse Food Products, LLC","Diverse Food Products, LLC",20210914,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,NA,2025-06-29,2026-06-27
123388,M31910+P31910+V31910,M31910,P31910,V31910,,"Bella Bella Gourmet Foods, LLC",,35 Industry Drive ,West Haven,CT,06516,(203) 937-9389,2021-08-31,Certification - Export; Meat Processing; Poultry Processing,,60,6006,Very Small,41.290385006597,-72.982315985943,South Central Connecticut Planning Region,,,N,2026-08-24,N,Active,,"Bella Bella Gourmet Foods, LLC","Bella Bella Gourmet Foods, LLC",20210831,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
9562,M31911+P31911,M31911,P31911,,,King Cheese Corporation,,229 Railroad ,Monrovia,CA,91016,(626) 791-2254,2021-11-30,Meat Processing; Poultry Processing,,05,0525,Small,34.133533986348,-117.997263035736,Los Angeles County,06037,,N,2026-08-24,N,Active,,King Cheese Corporation,King Cheese Corporation,20211130,,,,,Yes,,,,,Yes,,,4,,Alternative 3,,,,,,,
6168408,M31911A,M31911A,,,,King Cheese Corporation,,2074 W. 11th St.  ,Upland,CA,91786,(626) 599-8585,2025-04-02,Meat Processing,,05,0525,Small,34.103133561286,-117.691895262439,San Bernardino County,06071,,N,2026-08-24,N,Active,,King Cheese Corporation,King Cheese Corporation,20250402,,,,,Yes,,,,,Yes,,,1,,Alternative 3,,,,,,,
12878,M31912,M31912,,,,Traverse Bay Pizza Company,,600 Belding Road ,Orleans,MI,48838,(616) 761-3456,2013-07-29,Meat Processing,Dave's Vending,50,5009,Very Small,43.075171280318,-85.087403710453,Ionia County,26067,,N,2026-08-24,N,Active,,Traverse Bay Pizza Company,Dave's Vending,20130729,,,,,Yes,,,,,Yes,,,1,,,,,,,,,
9573,M31913,M31913,,,,Western Valley Meat Company,71374854,521 West North Ave ,Fresno,CA,93706,(559) 268-5586,2004-09-23,,,5,505,Small,36.68950701,-119.802147,Fresno County,6019,,N,2026-08-24,N,Inactive,2026-07-17,Western Valley Meat Company,Western Valley Meat Company,20040923,,,,,,,,,,,,,,,,,,,,,,
9733,M31915+P31915,M31915,P31915,,,"MERRILL DISTRIBUTING, INC.",,405 Kenny Drive ,Wausaukee,WI,54177,(715) 536-4551,2017-09-06,Meat Processing; Poultry Processing,,25,2524,Very Small,45.368919011843,-87.950085004768,Marinette County,55075,,N,2026-08-24,N,Active,,MERRILL DISTRIBUTING,MERRILL DISTRIBUTING,20170906,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,NA,2025-06-29,2026-06-27
6168555,M3192+P3192,M3192,P3192,,,"Colorado Prefare Foods, LLC",,4823 Lima Street ,Denver,CO,80239,(970) 286-8686,2025-05-30,Meat Processing; Poultry Processing,Prefare Meals,15,1514,Very Small,39.784134039555,-104.85719189274,Denver County,08031,,N,2026-08-24,N,Active,,"Colorado Prefare Foods, LLC",Prefare Meals,20250530,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
9584,M31932+P31932,M31932,P31932,,,Certified Meat Products,,4586 E. Commerce  ,Fresno,CA,93725,(000) 000-0000,2021-08-27,Meat Processing; Poultry Processing,,05,0505,Small,36.698159988363,-119.746527001144,Fresno County,06019,,N,2026-08-24,N,Active,,Certified Meat Products,Certified Meat Products,20210827,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 3,,,,,1,2025-06-29,2026-06-27
6166680,M31932A+P31932A,M31932A,P31932A,,,Certified Meat Products,,2704 S. Maple Avenue ,Fresno,CA,93725,(559) 256-1433,2025-04-23,Meat Processing; Poultry Processing,Gillum Family Farms; The Meat Up,05,0505,Small,36.701535003586,-119.747949996846,Fresno County,06019,,N,2026-08-24,N,Active,,Certified Meat Products,Gillum Family Farms,20250423,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
9519,M31935+P31935,M31935,P31935,,,"Flying Food Group, LLC",,1650 NW 70th Avenue ,Miami,FL,33126,(305) 305-7183,2026-07-14,Meat Processing; Poultry Processing,,85,8530,Very Small,25.790102748636,-80.310603637847,Miami-Dade County,12086,,N,2026-08-24,N,Active,,"Flying Food Group, LLC","Flying Food Group, LLC",20260714,,,,,,,,,,,,,,,,,,,,,,
9522,M31936+P31936+V31936,M31936,P31936,V31936,,Conagra Foods Packaged Foods LLC,,3660 Deerpark Blvd ,Elkton,FL,32022,(904) 417-0957,2004-09-02,Certification - Export; Identification - Meat; Identification - Poultry,,85,8523,N / A,29.835417,-81.38540501,St. Johns County,12109,,N,2026-08-24,N,Inactive,2025-03-06,Conagra Foods Packaged Foods LLC,Conagra Foods Packaged Foods LLC,20040902,,,,,,,,,,,,,,,,,,,,,,
13697,M31943B+P31943B,M31943B,P31943B,,,"CTI Foods Texas Soups, LLC",,504 Sansom Blvd. ,Saginaw,TX,76179,(817) 869-1090,2016-02-11,Meat Processing; Poultry Processing,Chefco Foods,40,4025,Small,32.852670006851,-97.354555976277,Tarrant County,48439,,N,2026-08-24,N,Active,,"CTI Foods Texas Soups, LLC",Chefco Foods,20160211,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 2 Choice 2,,,,,,,
9671,M31944+P31944A+V31944,M31944,P31944A,V31944,,Grandpas Meat Market LLC,,W5685 Gravel Road ,Medford,WI,54451,(715) 748-3885,2005-02-28,,,25,2519,Very Small,45.11563701,-90.33895901,Taylor County,55119,,N,2026-08-24,N,Inactive,2024-03-06,Grandpas Meat Market LLC,Grandpas Meat Market LLC,20050228,,,,,,,,,,,,,,,,,,,,,,
